id,cluster,split,finetune
NZ_AP023314.1,23666,train,False
NZ_AP023318.1,23667,train,False
NZ_AP023324.1,23668,train,False
NZ_AP023325.1,23669,train,False
NZ_AP023327.1,23770,train,False
NZ_AP023328.1,23612,test,False
NZ_AP023330.1,590,test,False
NZ_AP023334.1,23771,test,False
NZ_AP023335.1,23773,train,False
NZ_AP023336.1,23875,train,False
NZ_AP023338.1,23876,train,False
NZ_AP023339.1,23877,val,False
NZ_AP023340.1,23878,train,False
NZ_AP023341.1,23879,train,False
NZ_AP023342.1,4,train,False
NZ_AP023346.1,188,train,False
NZ_AP023363.1,23880,train,False
NZ_AP023364.1,23881,train,False
NZ_AP023365.1,23874,train,False
NZ_AP023395.1,867,train,False
NZ_AP023397.1,23882,test,False
NZ_AP023399.1,23884,train,False
NZ_AP023400.1,23885,train,False
NZ_AP023401.1,23886,train,False
NZ_AP023402.1,23887,val,False
NZ_AP023403.1,6,train,False
NZ_AP023404.1,245,train,False
NZ_AP023405.1,607,train,False
NZ_AP023406.1,128,train,False
NZ_AP023407.1,603,train,False
NZ_AP023411.1,23888,train,False
NZ_AP023412.1,23889,train,False
NZ_AP023413.1,898,train,False
NZ_AP023414.1,556,train,False
NZ_AP023419.1,23890,train,False
NZ_AP023428.1,23883,train,False
NZ_AP023429.1,23872,train,False
NZ_AP023430.1,78,train,True
NZ_AP023431.1,78,train,True
NZ_AP023432.1,28,train,True
NZ_AP023434.1,23863,train,False
NZ_AP023435.1,23871,train,False
NZ_AP023436.1,23855,train,False
NZ_AP023437.1,8,val,True
NZ_AP023442.1,23856,train,False
NZ_AP023443.1,23857,train,False
NZ_AP023444.1,23858,train,False
NZ_AP023445.1,23859,test,False
NZ_AP023446.1,23860,train,False
NZ_AP023448.1,23861,train,False
NZ_AP023449.1,23854,val,False
NZ_AP023450.1,23862,train,False
NZ_AP023451.1,23864,train,False
NZ_AP023454.1,23865,train,False
NZ_AP023455.1,23866,val,False
NZ_AP023456.1,23867,train,False
NZ_AP023457.1,1,train,False
NZ_AP023458.1,18,train,False
NZ_AP024089.1,23868,test,False
NZ_AP024090.1,23869,train,False
NZ_AP024091.1,23870,test,False
NZ_AP024092.1,23891,train,False
NZ_AP024095.1,23873,train,False
NZ_AP024113.1,23892,train,False
NZ_AP024115.1,23913,train,False
NZ_AP024116.1,23915,train,False
NZ_AP024117.1,23916,train,False
NZ_AP024118.1,3,train,True
NZ_AP024119.1,7,train,True
NZ_AP024120.1,27,train,True
NZ_AP024121.1,23917,val,True
NZ_AP024122.1,388,test,True
NZ_AP024124.1,23918,train,False
NZ_AP024125.1,23919,train,False
NZ_AP024127.1,23920,val,False
NZ_AP024128.1,23921,train,False
NZ_AP024129.1,3,train,True
NZ_AP024137.1,23914,train,False
NZ_AP024138.1,23922,train,False
NZ_AP024139.1,23924,train,False
NZ_AP024140.1,185,train,False
NZ_AP024141.1,136,train,False
NZ_AP024146.1,23925,train,False
NZ_AP024147.1,23926,train,False
NZ_AP024148.1,23927,train,False
NZ_AP024149.1,23928,test,False
NZ_AP024150.1,23929,train,False
NZ_AP024151.1,23930,train,False
NZ_AP024156.1,22,test,False
NZ_AP024167.1,23923,train,False
NZ_AP024168.1,23912,train,False
NZ_AP024171.1,23903,train,False
NZ_AP024174.1,23911,train,False
NZ_AP024175.1,23895,train,False
NZ_AP024176.1,23896,train,False
NZ_AP024177.1,23897,train,False
NZ_AP024178.1,66,val,False
NZ_AP024179.1,276,train,False
NZ_AP024180.1,240,train,False
NZ_AP024191.1,23898,train,False
NZ_AP024204.1,23899,train,False
NZ_AP024206.1,23900,val,False
NZ_AP024207.1,23901,train,False
NZ_AP024208.1,53,train,True
NZ_AP024209.1,25,train,True
NZ_AP024211.1,23894,test,False
NZ_AP024212.1,23902,train,False
NZ_AP024213.1,23904,train,False
NZ_AP024214.1,23905,train,False
NZ_AP024215.1,23906,train,False
NZ_AP024217.1,23907,train,False
NZ_AP024223.1,23908,train,False
NZ_AP024224.1,23909,test,False
NZ_AP024225.1,23910,test,False
NZ_AP024226.1,23893,val,False
NZ_AP024227.1,23853,train,False
NZ_AP024228.1,23852,train,False
NZ_AP024229.1,288,train,False
NZ_AP024230.1,93,train,False
NZ_AP024231.1,143,train,False
NZ_AP024242.1,23851,train,False
NZ_AP024246.1,23795,train,False
NZ_AP024249.1,23796,train,False
NZ_AP024252.1,23797,train,False
NZ_AP024256.1,23798,train,False
NZ_AP024261.1,23799,test,False
NZ_AP024263.1,23800,train,False
NZ_AP024267.1,23801,train,False
NZ_AP024271.1,23794,val,False
NZ_AP024272.1,23802,train,False
NZ_AP024273.1,23804,test,False
NZ_AP024274.1,349,test,False
NZ_AP024282.1,23805,val,False
NZ_AP024302.1,23806,train,False
NZ_AP024303.1,23807,train,False
NZ_AP024304.1,359,train,False
NZ_AP024306.1,23808,train,False
NZ_AP024307.1,359,train,False
NZ_AP024312.1,32,train,False
NZ_AP024314.1,32,train,False
NZ_AP024316.1,23809,train,False
NZ_AP024317.1,71,test,False
NZ_AP024319.1,23810,train,False
NZ_AP024321.1,23803,train,False
NZ_AP024325.1,23793,train,False
NZ_AP024326.1,23792,train,False
NZ_AP024327.1,23791,train,False
NZ_AP024328.1,23774,train,False
NZ_AP024330.1,23775,val,False
NZ_AP024332.1,23776,train,False
NZ_AP024334.1,23777,train,False
NZ_AP024348.1,23778,train,False
NZ_AP024403.1,23779,train,False
NZ_AP024404.1,23780,train,False
NZ_AP024405.1,23781,test,False
NZ_AP024406.1,23782,train,False
NZ_AP024407.1,259,train,False
NZ_AP024408.1,263,val,False
NZ_AP024409.1,128,train,False
NZ_AP024413.1,23783,train,False
NZ_AP024467.1,245,train,False
NZ_AP024481.1,23784,train,False
NZ_AP024482.1,23785,train,False
NZ_AP024499.1,23786,val,False
NZ_AP024500.1,23787,train,False
NZ_AP024502.1,23788,train,False
NZ_AP024505.1,23789,train,False
NZ_AP024506.1,74,val,False
NZ_AP024507.1,54,train,False
NZ_AP024508.1,54,train,False
NZ_AP024509.1,222,train,False
NZ_AP024512.1,23790,train,False
NZ_AP024516.1,23811,train,False
NZ_AP024517.1,23812,train,False
NZ_AP024519.1,23813,train,False
NZ_AP024520.1,23833,train,False
NZ_AP024522.1,23835,train,False
NZ_AP024564.1,23836,val,False
NZ_AP024566.1,23837,train,False
NZ_AP024567.1,23838,train,False
NZ_AP024569.1,23839,train,False
NZ_AP024574.1,23840,train,False
NZ_AP024580.1,23841,train,False
NZ_AP024581.1,23834,train,False
NZ_AP024586.1,23842,train,False
NZ_AP024587.1,23844,train,False
NZ_AP024588.1,23845,train,False
NZ_AP024593.1,23846,train,False
NZ_AP024594.1,4,train,False
NZ_AP024604.1,23847,test,False
NZ_AP024606.1,23848,train,False
NZ_AP024648.1,23849,train,False
NZ_AP024649.1,23850,train,False
NZ_AP024654.1,23843,val,False
NZ_AP024656.1,23832,test,False
NZ_AP024658.1,23823,train,False
NZ_AP024659.1,23831,train,False
NZ_AP024686.1,23815,val,False
NZ_AP024688.1,23816,train,False
NZ_AP024689.1,23817,test,False
NZ_AP024691.1,0,train,True
NZ_AP024692.1,76,train,True
NZ_AP024693.1,2,train,True
NZ_AP024709.1,23818,train,False
NZ_AP024719.1,23819,train,False
NZ_AP024724.1,23820,test,False
NZ_AP024725.1,23821,train,False
NZ_AP024727.1,23814,train,False
NZ_AP024729.1,23822,train,False
NZ_AP024731.1,23824,val,False
NZ_AP024733.1,23825,train,False
NZ_AP024735.1,23826,train,False
NZ_AP024737.1,23827,train,False
NZ_AP024739.1,23828,train,False
NZ_AP024740.1,23829,train,False
NZ_AP024741.1,48,train,False
NZ_AP024743.1,23830,train,False
NZ_AP024744.1,24252,train,False
NZ_AP024751.1,24253,train,False
NZ_AP024754.1,24254,test,False
NZ_AP024757.1,24575,train,False
NZ_AP024758.1,24678,train,False
NZ_AP024759.1,24679,train,False
NZ_AP024761.1,24680,train,False
NZ_AP024764.1,24681,train,False
NZ_AP024765.1,6,train,False
NZ_AP024767.1,24682,train,False
NZ_AP024770.1,24683,train,False
NZ_AP024773.1,24684,train,False
NZ_AP024776.1,24677,train,False
NZ_AP024777.1,24685,train,False
NZ_AP024779.1,24687,val,False
NZ_AP024782.1,24688,train,False
NZ_AP024785.1,24689,train,False
NZ_AP024786.1,24690,train,False
NZ_AP024789.1,24691,train,False
NZ_AP024790.1,24692,train,False
NZ_AP024791.1,6,train,False
NZ_AP024793.1,24693,val,False
NZ_AP024796.1,24686,test,False
NZ_AP024799.1,24675,train,False
NZ_AP024800.1,24666,val,False
NZ_AP024801.1,64,train,False
NZ_AP024803.1,24674,train,False
NZ_AP024804.1,149,train,False
NZ_AP024805.1,60,train,False
NZ_AP024806.1,33,train,False
NZ_AP024807.1,39,val,False
NZ_AP024808.1,39,val,False
NZ_AP024809.1,405,train,False
NZ_AP024810.1,405,train,False
NZ_AP024811.1,632,val,False
NZ_AP024812.1,696,train,False
NZ_AP024813.1,316,train,False
NZ_AP024815.1,24658,train,False
NZ_AP024816.1,24659,train,False
NZ_AP024817.1,24660,train,False
NZ_AP024818.1,24661,train,False
NZ_AP024820.1,24662,train,False
NZ_AP024821.1,24663,test,False
NZ_AP024822.1,437,train,False
NZ_AP024823.1,711,train,False
NZ_AP024824.1,760,train,False
NZ_AP024825.1,24664,train,False
NZ_AP024826.1,761,train,False
NZ_AP024832.1,24657,train,False
NZ_AP024833.1,24665,train,False
NZ_AP024834.1,82,val,False
NZ_AP024835.1,67,train,False
NZ_AP024836.1,50,train,False
NZ_AP024838.1,24667,train,False
NZ_AP024839.1,24668,train,False
NZ_AP024840.1,82,val,False
NZ_AP024841.1,67,train,False
NZ_AP024842.1,61,train,False
NZ_AP024843.1,30,train,False
NZ_AP024848.1,24669,train,False
NZ_AP024856.1,24670,test,False
NZ_AP024857.1,24671,train,False
NZ_AP024858.1,24672,train,False
NZ_AP024860.1,24673,train,False
NZ_AP024863.1,24694,train,False
NZ_AP024902.1,24676,val,False
NZ_AP024917.1,24695,test,False
NZ_AP024922.1,24716,train,False
NZ_AP024923.1,24718,train,False
NZ_AP024925.1,24719,train,False
NZ_AP024927.1,24720,train,False
NZ_AP024928.1,24721,val,False
NZ_AP024930.1,24722,train,False
NZ_AP024931.1,24723,train,False
NZ_AP024932.1,739,test,False
NZ_AP024934.1,24724,train,False
NZ_AP024935.1,24717,train,False
NZ_AP024936.1,739,test,False
NZ_AP024938.1,24725,train,False
NZ_AP024939.1,24727,test,False
NZ_AP024941.1,24728,train,False
NZ_AP024942.1,24729,train,False
NZ_AP024943.1,24730,train,False
NZ_AP024944.1,63,train,False
NZ_AP024945.1,263,val,False
NZ_AP024946.1,395,val,False
NZ_AP024947.1,128,train,False
NZ_AP024949.1,24731,val,False
NZ_AP024950.1,24732,train,False
NZ_AP024951.1,24733,test,False
NZ_AP024952.1,263,val,False
NZ_AP024953.1,185,train,False
NZ_AP024954.1,513,train,False
NZ_AP024959.1,24726,train,False
NZ_AP024960.1,24715,val,False
NZ_AP024985.1,24706,train,False
NZ_AP025010.1,24714,train,False
NZ_AP025011.1,24698,train,False
NZ_AP025012.1,24699,train,False
NZ_AP025013.1,24700,train,False
NZ_AP025015.1,24701,test,False
NZ_AP025016.1,822,val,False
NZ_AP025030.1,24702,train,False
NZ_AP025033.1,24703,train,False
NZ_AP025141.1,24704,train,False
NZ_AP025142.1,24697,train,False
NZ_AP025146.1,24705,train,False
NZ_AP025151.1,24707,train,False
NZ_AP025154.1,24708,train,False
NZ_AP025157.1,24709,val,False
NZ_AP025159.1,24710,train,False
NZ_AP025161.1,24711,train,False
NZ_AP025172.1,24712,train,False
NZ_AP025173.1,24713,test,False
NZ_AP025174.1,24696,train,False
NZ_AP025178.1,24656,test,False
NZ_AP025181.1,24655,train,False
NZ_AP025182.1,24654,train,False
NZ_AP025187.1,24598,train,False
NZ_AP025188.1,24599,train,False
NZ_AP025189.1,24600,train,False
NZ_AP025190.1,24601,train,False
NZ_AP025191.1,24602,val,False
NZ_AP025192.1,645,train,False
NZ_AP025194.1,24603,train,False
NZ_AP025195.1,24604,test,False
NZ_AP025197.1,24597,val,False
NZ_AP025198.1,24605,train,False
NZ_AP025199.1,707,test,False
NZ_AP025200.1,24607,train,False
NZ_AP025201.1,705,train,False
NZ_AP025202.1,705,train,False
NZ_AP025203.1,702,train,False
NZ_AP025206.2,24608,train,False
NZ_AP025207.1,24609,train,False
NZ_AP025208.1,25,train,True
NZ_AP025210.2,24610,train,False
NZ_AP025211.1,24611,train,False
NZ_AP025212.1,13,train,True
NZ_AP025213.1,25,train,True
NZ_AP025215.1,24612,test,False
NZ_AP025216.1,24613,train,False
NZ_AP025217.1,24606,train,False
NZ_AP025218.1,184,train,True
NZ_AP025219.1,357,train,True
NZ_AP025221.1,24596,train,False
NZ_AP025222.1,24595,train,False
NZ_AP025223.1,25,train,True
NZ_AP025228.1,24594,train,False
NZ_AP025229.1,24577,train,False
NZ_AP025230.1,24578,val,False
NZ_AP025231.1,24579,test,False
NZ_AP025233.1,140,test,False
NZ_AP025236.1,366,train,False
NZ_AP025237.1,140,test,False
NZ_AP025238.1,56,train,False
NZ_AP025239.1,81,train,False
NZ_AP025241.1,366,train,False
NZ_AP025244.1,81,train,False
NZ_AP025247.1,24580,train,False
NZ_AP025261.1,24581,train,False
NZ_AP025263.1,123,train,False
NZ_AP025269.1,24582,test,False
NZ_AP025271.1,24583,train,False
NZ_AP025272.1,24584,train,False
NZ_AP025274.1,24585,train,False
NZ_AP025278.1,209,train,False
NZ_AP025279.1,136,train,False
NZ_AP025335.1,24586,train,False
NZ_AP025337.1,373,val,False
NZ_AP025338.1,14,train,False
NZ_AP025341.1,24587,train,False
NZ_AP025462.1,24588,train,False
NZ_AP025467.1,24589,val,False
NZ_AP025468.1,24590,train,False
NZ_AP025469.1,24591,test,False
NZ_AP025474.1,24592,train,False
NZ_AP025475.1,24593,train,False
NZ_AP025478.1,24614,train,False
NZ_AP025479.1,24615,train,False
NZ_AP025482.1,24616,val,False
NZ_AP025485.1,24636,train,False
NZ_AP025486.1,24638,train,False
NZ_AP025489.1,24639,train,False
NZ_AP025494.1,24640,val,False
NZ_AP025495.1,257,train,False
NZ_AP025496.1,24641,train,False
NZ_AP025501.1,24642,train,False
NZ_AP025502.1,257,train,False
NZ_AP025505.1,24643,train,False
NZ_AP025512.1,24644,train,False
NZ_AP025513.1,24637,test,False
NZ_AP025525.1,24645,test,False
NZ_AP025526.1,24647,train,False
NZ_AP025527.1,24648,train,False
NZ_AP025528.1,24649,train,False
NZ_AP025532.1,24650,train,False
NZ_AP025533.1,33,train,False
NZ_AP025534.1,34,train,False
NZ_AP025541.1,24651,val,False
NZ_AP025542.1,24652,train,False
NZ_AP025543.1,349,test,False
NZ_AP025545.1,24653,train,False
NZ_AP025547.1,24646,train,False
NZ_AP025548.1,24635,train,False
NZ_AP025549.1,133,test,True
NZ_AP025550.1,7,train,True
NZ_AP025552.1,24626,val,False
NZ_AP025557.1,24634,train,False
NZ_AP025594.1,24618,train,False
NZ_AP025595.1,24619,train,False
NZ_AP025597.1,24620,train,False
NZ_AP025598.1,24621,train,False
NZ_AP025599.1,359,train,False
NZ_AP025600.1,359,train,False
NZ_AP025601.1,24622,test,False
NZ_AP025602.1,24623,train,False
NZ_AP025604.1,24624,train,False
NZ_AP025605.1,24617,train,False
NZ_AP025606.1,24625,train,False
NZ_AP025607.1,24627,train,False
NZ_AP025608.1,349,test,False
NZ_AP025610.1,24628,train,False
NZ_AP025611.1,24629,train,False
NZ_AP025612.1,359,train,False
NZ_AP025614.1,24630,train,False
NZ_AP025615.1,24631,train,False
NZ_AP025616.1,24632,train,False
NZ_AP025618.1,24633,val,False
NZ_AP025619.1,24734,train,False
NZ_AP025620.1,24735,train,False
NZ_AP025622.1,24736,train,False
NZ_AP025626.1,24816,train,False
NZ_AP025636.1,24838,test,False
NZ_AP025658.1,24839,train,False
NZ_AP025660.1,24840,train,False
NZ_AP025661.1,401,train,True
NZ_AP025663.1,24841,val,False
NZ_AP025664.1,24842,train,False
NZ_AP025666.1,401,train,True
NZ_AP025676.1,24843,train,False
NZ_AP025678.1,24844,train,False
NZ_AP025679.1,24837,train,False
NZ_AP025680.1,24845,train,False
NZ_AP025681.1,28,train,True
NZ_AP025694.1,24847,train,False
NZ_AP025695.1,24848,train,False
NZ_AP025729.1,24849,test,False
NZ_AP025731.1,24850,train,False
NZ_AP025733.1,24851,train,False
NZ_AP025734.1,24852,test,False
NZ_AP025735.1,24853,train,False
NZ_AP025736.1,24846,train,False
NZ_AP025738.1,24835,train,False
NZ_AP025742.1,24826,train,False
NZ_AP025743.1,24834,train,False
NZ_AP025744.1,3,train,False
NZ_AP025745.1,7,train,False
NZ_AP025746.1,43,train,False
NZ_AP025748.1,24818,test,False
NZ_AP025749.1,24819,val,False
NZ_AP025750.1,7,train,False
NZ_AP025752.1,24820,train,False
NZ_AP025753.1,24821,train,False
NZ_AP025755.1,24822,test,False
NZ_AP025756.1,24823,val,False
NZ_AP025757.1,3,train,False
NZ_AP025758.1,80,train,False
NZ_AP025762.1,24824,train,False
NZ_AP025765.1,24817,train,False
NZ_AP025766.1,24825,train,False
NZ_AP025768.1,24827,train,False
NZ_AP025769.1,24828,train,False
NZ_AP025771.1,24829,train,False
NZ_AP025773.1,24830,train,False
NZ_AP025775.1,24831,train,False
NZ_AP025776.1,24832,val,False
NZ_AP025778.1,24833,train,False
NZ_AP025779.1,24854,train,False
NZ_AP025781.1,24836,train,False
NZ_AP025783.1,24855,train,False
NZ_AP025785.1,24876,train,False
NZ_AP025786.1,14,train,False
NZ_AP025788.1,24878,train,False
NZ_AP025789.1,24879,train,False
NZ_AP025791.1,24880,train,False
NZ_AP025793.1,24881,train,False
NZ_AP025794.1,24882,train,False
NZ_AP025796.1,24883,val,False
NZ_AP025798.1,24884,train,False
NZ_AP025800.1,24877,train,False
NZ_AP025802.1,24885,train,False
NZ_AP025803.1,14,train,False
NZ_AP025805.1,24887,test,False
NZ_AP025806.1,24888,train,False
NZ_AP025808.1,24889,train,False
NZ_AP025809.1,14,train,False
NZ_AP025811.1,24890,train,False
NZ_AP025813.1,24891,test,False
NZ_AP025814.1,24892,val,False
NZ_AP025816.1,24893,train,False
NZ_AP025817.1,14,train,False
NZ_AP025819.1,24886,train,False
NZ_AP025820.1,14,train,False
NZ_AP025822.1,24875,train,False
NZ_AP025823.1,24866,train,False
NZ_AP025825.1,24874,train,False
NZ_AP025826.1,24858,train,False
NZ_AP025828.1,24859,val,False
NZ_AP025829.1,24860,train,False
NZ_AP025831.1,24861,train,False
NZ_AP025832.1,24862,train,False
NZ_AP025834.1,24863,train,False
NZ_AP025835.1,24864,train,False
NZ_AP025837.1,24857,train,False
NZ_AP025838.1,24865,val,False
NZ_AP025840.1,24867,train,False
NZ_AP025843.1,24868,test,False
NZ_AP025844.1,24869,train,False
NZ_AP025845.1,10,train,False
NZ_AP025846.1,37,train,False
NZ_AP025848.1,24870,train,False
NZ_AP025849.1,9,test,False
NZ_AP025850.1,14,train,False
NZ_AP025852.1,24871,test,False
NZ_AP025853.1,9,test,False
NZ_AP025854.1,14,train,False
NZ_AP025856.1,24872,train,False
NZ_AP025857.1,9,test,False
NZ_AP025858.1,14,train,False
NZ_AP025860.1,24873,val,False
NZ_AP025862.1,14,train,False
NZ_AP025864.1,24856,train,False
NZ_AP025865.1,9,test,False
NZ_AP025866.1,14,train,False
NZ_AP025868.1,24815,train,False
NZ_AP025870.1,14,train,False
NZ_AP025872.1,24776,train,False
NZ_AP025873.1,9,test,False
NZ_AP025874.1,14,train,False
NZ_AP025876.1,24814,train,False
NZ_AP025877.1,9,test,False
NZ_AP025878.1,14,train,False
NZ_AP025880.1,24758,train,False
NZ_AP025881.1,9,test,False
NZ_AP025882.1,14,train,False
NZ_AP025884.1,24759,test,False
NZ_AP025885.1,9,test,False
NZ_AP025886.1,14,train,False
NZ_AP025888.1,24760,train,False
NZ_AP025890.1,14,train,False
NZ_AP025892.1,24761,train,False
NZ_AP025893.1,9,test,False
NZ_AP025894.1,14,train,False
NZ_AP025896.1,24762,test,False
NZ_AP025897.1,9,test,False
NZ_AP025898.1,14,train,False
NZ_AP025900.1,24763,train,False
NZ_AP025901.1,9,test,False
NZ_AP025902.1,14,train,False
NZ_AP025904.1,24764,train,False
NZ_AP025905.1,9,test,False
NZ_AP025906.1,14,train,False
NZ_AP025908.1,24757,train,False
NZ_AP025909.1,9,test,False
NZ_AP025910.1,14,train,False
NZ_AP025912.1,24765,train,False
NZ_AP025913.1,9,test,False
NZ_AP025914.1,14,train,False
NZ_AP025916.1,24767,train,False
NZ_AP025917.1,9,test,False
NZ_AP025918.1,14,train,False
NZ_AP025920.1,24768,train,False
NZ_AP025921.1,9,test,False
NZ_AP025922.1,14,train,False
NZ_AP025924.1,24769,val,False
NZ_AP025925.1,9,test,False
NZ_AP025926.1,14,train,False
NZ_AP025928.1,24770,train,False
NZ_AP025929.1,9,test,False
NZ_AP025930.1,14,train,False
NZ_AP025932.1,24771,train,False
NZ_AP025933.1,24772,test,False
NZ_AP025934.1,9,test,False
NZ_AP025935.1,14,train,False
NZ_AP026072.1,24773,train,False
NZ_AP026076.1,24766,train,False
NZ_AP026077.1,24755,train,False
NZ_AP026078.1,24746,train,False
NZ_AP026079.1,24754,train,False
NZ_AP026081.1,24738,train,False
NZ_AP026083.1,24739,train,False
NZ_AP026084.1,45,train,True
NZ_AP026086.1,24740,test,False
NZ_AP026088.1,24741,val,False
NZ_AP026089.1,24742,train,False
NZ_AP026091.1,24743,train,False
NZ_AP026093.1,24744,train,False
NZ_AP026094.1,24737,train,False
NZ_AP026096.1,24745,train,False
NZ_AP026098.1,24747,train,False
NZ_AP026100.1,24748,train,False
NZ_AP026102.1,24749,train,False
NZ_AP026103.1,24750,val,False
NZ_AP026105.1,24751,train,False
NZ_AP026107.1,24752,train,False
NZ_AP026109.1,24753,train,False
NZ_AP026111.1,24774,train,False
NZ_AP026113.1,24756,train,False
NZ_AP026115.1,24775,val,False
NZ_AP026117.1,24796,train,False
NZ_AP026119.1,24798,train,False
NZ_AP026371.1,24799,val,False
NZ_AP026372.1,177,train,False
NZ_AP026373.1,185,train,False
NZ_AP026374.1,395,val,False
NZ_AP026376.1,24800,train,False
NZ_AP026377.1,24801,train,False
NZ_AP026378.1,63,train,False
NZ_AP026379.1,63,train,False
NZ_AP026380.1,63,train,False
NZ_AP026381.1,263,val,False
NZ_AP026393.1,24802,test,False
NZ_AP026394.1,24803,train,False
NZ_AP026395.1,24804,train,False
NZ_AP026396.1,24797,train,False
NZ_AP026397.1,24805,train,False
NZ_AP026398.1,24807,train,False
NZ_AP026399.1,17,train,False
NZ_AP026400.1,101,test,False
NZ_AP026401.1,221,train,False
NZ_AP026402.1,333,train,False
NZ_AP026404.1,24808,train,False
NZ_AP026405.1,24809,val,False
NZ_AP026406.1,24810,train,False
NZ_AP026408.1,24811,train,False
NZ_AP026409.1,24812,train,False
NZ_AP026410.1,24813,train,False
NZ_AP026411.1,24806,train,False
NZ_AP026412.1,24795,train,False
NZ_AP026413.1,24786,train,False
NZ_AP026414.1,24794,train,False
NZ_AP026415.1,4,train,False
NZ_AP026416.1,101,test,False
NZ_AP026417.1,309,test,False
NZ_AP026418.1,221,train,False
NZ_AP026419.1,333,train,False
NZ_AP026421.1,24778,train,False
NZ_AP026422.1,24779,train,False
NZ_AP026423.1,24780,train,False
NZ_AP026424.1,24781,train,False
NZ_AP026425.1,24782,train,False
NZ_AP026427.1,24783,val,False
NZ_AP026428.1,17,train,False
NZ_AP026429.1,101,test,False
NZ_AP026430.1,309,test,False
NZ_AP026431.1,221,train,False
NZ_AP026432.1,333,train,False
NZ_AP026526.1,24784,train,False
NZ_AP026527.1,24777,train,False
NZ_AP026528.1,11,val,False
NZ_AP026554.1,24785,train,False
NZ_AP026561.1,24787,test,False
NZ_AP026562.1,24788,train,False
NZ_AP026563.1,24789,train,False
NZ_AP026564.1,24790,train,False
NZ_AP026565.1,24791,test,False
NZ_AP026567.1,24792,train,False
NZ_AP026569.1,24793,train,False
NZ_AP026570.1,24576,train,False
NZ_AP026571.1,30,train,False
NZ_AP026572.1,40,train,False
NZ_AP026603.1,24574,train,False
NZ_AP026605.1,24255,train,False
NZ_AP026607.1,24573,train,False
NZ_AP026608.1,24357,train,False
NZ_AP026609.1,24358,train,False
NZ_AP026610.1,82,val,False
NZ_AP026611.1,50,train,False
NZ_AP026613.1,24359,val,False
NZ_AP026615.1,24360,train,False
NZ_AP026616.1,230,train,False
NZ_AP026656.1,24361,train,False
NZ_AP026658.1,24362,train,False
NZ_AP026659.1,24363,train,False
NZ_AP026661.1,24356,train,False
NZ_AP026663.1,24364,train,False
NZ_AP026664.1,82,val,False
NZ_AP026665.1,290,train,False
NZ_AP026667.1,24366,val,False
NZ_AP026669.1,24367,test,False
NZ_AP026670.1,290,train,False
NZ_AP026681.1,101,test,False
NZ_AP026682.1,37,train,False
NZ_AP026685.1,24368,train,False
NZ_AP026686.1,24369,train,False
NZ_AP026688.1,437,train,False
NZ_AP026689.1,24370,train,False
NZ_AP026690.1,24371,train,False
NZ_AP026693.1,24372,val,False
NZ_AP026694.1,24365,train,False
NZ_AP026711.1,24354,train,False
NZ_AP026713.1,24345,train,False
NZ_AP026722.1,24353,train,False
NZ_AP026723.1,24337,train,False
NZ_AP026725.1,189,train,False
NZ_AP026733.1,24338,train,False
NZ_AP026734.1,24339,train,False
NZ_AP026735.1,24340,train,False
NZ_AP026736.1,24341,test,False
NZ_AP026737.1,384,train,False
NZ_AP026767.1,257,train,False
NZ_AP026768.1,24342,train,False
NZ_AP026770.1,24343,train,False
NZ_AP026771.1,24336,train,False
NZ_AP026774.1,24344,val,False
NZ_AP026775.1,24346,train,False
NZ_AP026776.1,24347,train,False
NZ_AP026777.1,61,train,False
NZ_AP026778.1,50,train,False
NZ_AP026779.1,50,train,False
NZ_AP026782.1,24348,train,False
NZ_AP026784.1,24349,train,False
NZ_AP026785.1,24350,train,False
NZ_AP026786.1,38,test,True
NZ_AP026787.1,173,train,True
NZ_AP026789.1,24351,train,False
NZ_AP026790.1,24352,train,False
NZ_AP026791.1,24373,train,False
NZ_AP026792.1,0,train,True
NZ_AP026793.1,722,train,True
NZ_AP026795.1,24355,test,False
NZ_AP026796.1,24374,train,False
NZ_AP026797.1,24395,train,False
NZ_AP026828.1,24397,train,False
NZ_AP026829.1,75,train,False
NZ_AP026868.1,24398,train,False
NZ_AP026869.1,24399,train,False
NZ_AP026871.1,24400,train,False
NZ_AP026872.1,24401,train,False
NZ_AP026874.1,24402,train,False
NZ_AP026875.1,12,train,False
NZ_AP026876.1,252,test,False
NZ_AP026877.1,96,train,False
NZ_AP026878.1,44,train,False
NZ_AP026879.1,68,train,False
NZ_AP026880.1,17,train,False
NZ_AP026881.1,101,test,False
NZ_AP026882.1,309,test,False
NZ_AP026883.1,112,val,False
NZ_AP026884.1,221,train,False
NZ_AP026885.1,333,train,False
NZ_AP026887.1,24403,train,False
NZ_AP026888.1,24396,test,False
NZ_AP026889.1,430,train,False
NZ_AP026890.1,12,train,False
NZ_AP026891.1,96,train,False
NZ_AP026892.1,107,train,False
NZ_AP026894.1,24404,val,False
NZ_AP026895.1,36,train,False
NZ_AP026896.1,24406,train,False
NZ_AP026897.1,24407,test,False
NZ_AP026898.1,128,train,False
NZ_AP026908.1,24408,train,False
NZ_AP026909.1,24409,train,False
NZ_AP026934.1,24410,val,False
NZ_AP026935.1,24411,train,False
NZ_AP026938.1,24412,train,False
NZ_AP026939.1,24405,train,False
NZ_AP026949.1,24394,train,False
NZ_AP026950.1,24385,train,False
NZ_AP026951.1,24393,train,False
NZ_AP026952.1,36,train,False
