id,split,finetune
NZ_AP026411.1,test,False
NZ_AP026412.1,train,False
NZ_AP026413.1,val,False
NZ_AP026414.1,test,False
NZ_AP026415.1,train,False
NZ_AP026416.1,train,False
NZ_AP026417.1,train,False
NZ_AP026418.1,train,False
NZ_AP026419.1,train,False
NZ_AP026421.1,val,False
NZ_AP026422.1,val,False
NZ_AP026423.1,train,False
NZ_AP026424.1,test,False
NZ_AP026425.1,train,False
NZ_AP026427.1,train,False
NZ_AP026428.1,train,False
NZ_AP026429.1,train,False
NZ_AP026430.1,train,False
NZ_AP026431.1,train,False
NZ_AP026432.1,train,False
NZ_AP026526.1,train,False
NZ_AP026527.1,train,False
NZ_AP026528.1,train,False
NZ_AP026554.1,train,False
NZ_AP026561.1,train,False
NZ_AP026562.1,train,False
NZ_AP026563.1,train,False
NZ_AP026564.1,train,False
NZ_AP026565.1,train,False
NZ_AP026567.1,train,False
NZ_AP026569.1,train,False
NZ_AP026570.1,test,False
NZ_AP026571.1,train,False
NZ_AP026572.1,train,False
NZ_AP026603.1,train,False
NZ_AP026605.1,train,False
NZ_AP026607.1,train,False
NZ_AP026608.1,train,False
NZ_AP026609.1,train,False
NZ_AP026610.1,train,False
NZ_AP026611.1,train,False
NZ_AP026613.1,val,False
NZ_AP026615.1,test,False
NZ_AP026616.1,test,False
NZ_AP026656.1,train,False
NZ_AP026658.1,train,False
NZ_AP026659.1,train,False
NZ_AP026661.1,train,False
NZ_AP026663.1,train,False
NZ_AP026664.1,train,False
NZ_AP026665.1,train,False
NZ_AP026667.1,train,False
NZ_AP026669.1,train,False
NZ_AP026670.1,train,False
NZ_AP026681.1,train,False
NZ_AP026682.1,train,False
NZ_AP026685.1,train,False
NZ_AP026686.1,train,False
NZ_AP026688.1,test,False
NZ_AP026689.1,train,False
NZ_AP026690.1,train,False
NZ_AP026693.1,val,False
NZ_AP026694.1,train,False
NZ_AP026711.1,train,False
NZ_AP026713.1,train,False
NZ_AP026722.1,train,False
NZ_AP026723.1,train,False
NZ_AP026725.1,train,False
NZ_AP026733.1,train,False
NZ_AP026734.1,train,False
NZ_AP026735.1,train,False
NZ_AP026736.1,train,False
NZ_AP026737.1,train,False
NZ_AP026767.1,train,False
NZ_AP026768.1,train,False
NZ_AP026770.1,train,False
NZ_AP026771.1,train,False
NZ_AP026774.1,train,False
NZ_AP026775.1,train,False
NZ_AP026776.1,train,False
NZ_AP026777.1,train,False
NZ_AP026778.1,train,False
NZ_AP026779.1,train,False
NZ_AP026782.1,train,False
NZ_AP026784.1,train,False
NZ_AP026785.1,train,False
NZ_AP026786.1,train,True
NZ_AP026787.1,train,True
NZ_AP026789.1,test,False
NZ_AP026790.1,train,False
NZ_AP026791.1,train,False
NZ_AP026792.1,train,True
NZ_AP026793.1,train,True
NZ_AP026795.1,train,False
NZ_AP026796.1,train,False
NZ_AP026797.1,train,False
NZ_AP026828.1,train,False
NZ_AP026829.1,val,False
NZ_AP026868.1,train,False
NZ_AP026869.1,train,False
NZ_AP026871.1,val,False
NZ_AP026872.1,train,False
NZ_AP026874.1,train,False
NZ_AP026875.1,test,False
NZ_AP026876.1,train,False
NZ_AP026877.1,val,False
NZ_AP026878.1,train,False
NZ_AP026879.1,train,False
NZ_AP026880.1,train,False
NZ_AP026881.1,train,False
NZ_AP026882.1,train,False
NZ_AP026883.1,train,False
NZ_AP026884.1,train,False
NZ_AP026885.1,train,False
NZ_AP026887.1,train,False
NZ_AP026888.1,train,False
NZ_AP026889.1,test,False
NZ_AP026890.1,train,False
NZ_AP026891.1,val,False
NZ_AP026892.1,val,False
NZ_AP026894.1,train,False
NZ_AP026895.1,train,False
NZ_AP026896.1,train,False
NZ_AP026897.1,train,False
NZ_AP026898.1,train,False
NZ_AP026908.1,train,False
NZ_AP026909.1,val,False
NZ_AP026934.1,train,False
NZ_AP026935.1,train,False
NZ_AP026938.1,train,False
NZ_AP026939.1,train,False
NZ_AP026949.1,train,False
NZ_AP026950.1,train,False
NZ_AP026951.1,val,False
NZ_AP026952.1,train,False
NZ_AP026953.1,train,False
NZ_AP026954.1,train,False
NZ_AP026955.1,train,False
NZ_AP026956.1,train,False
NZ_AP026957.1,train,False
NZ_AP026958.1,train,False
NZ_AP026959.1,train,False
NZ_AP026960.1,train,False
NZ_AP026962.1,train,False
NZ_AP026963.1,train,False
NZ_AP026964.1,train,True
NZ_AP026977.1,train,False
NZ_AP027044.1,val,False
NZ_AP027047.1,train,False
NZ_AP027048.1,train,False
NZ_AP027051.1,train,False
NZ_AP027054.1,val,False
NZ_AP027057.1,train,False
NZ_AP027060.1,train,False
NZ_AP027137.1,test,False
NZ_AP027138.1,test,False
NZ_AP027143.1,train,False
NZ_AP027144.1,train,False
NZ_AP027145.1,train,False
NZ_AP027146.1,train,False
NZ_AP027147.1,train,False
NZ_AP027148.1,train,False
NZ_AP027150.1,train,False
NZ_AP027157.1,train,False
NZ_AP027158.1,train,False
NZ_AP027160.1,val,False
NZ_AP027161.1,val,False
NZ_AP027163.1,train,False
NZ_AP027164.1,train,False
NZ_AP027166.1,train,False
NZ_AP027167.1,train,False
NZ_AP027168.1,train,False
NZ_AP027171.1,val,False
NZ_AP027172.1,train,False
NZ_AP027173.1,train,True
NZ_AP027174.1,train,True
NZ_AP027175.1,test,True
NZ_AP027177.1,train,False
NZ_AP027178.1,train,False
NZ_AP027179.1,test,False
NZ_AP027180.1,train,True
NZ_AP027182.1,train,False
NZ_AP027183.1,train,False
NZ_AP027184.1,train,True
NZ_AP027186.1,train,False
NZ_AP027187.1,train,True
NZ_AP027189.1,train,False
NZ_AP027190.1,train,True
NZ_AP027192.1,train,False
NZ_AP027193.1,train,False
NZ_AP027194.1,train,False
NZ_AP027195.1,val,False
NZ_AP027196.1,train,True
NZ_AP027198.1,train,False
NZ_AP027199.1,train,False
NZ_AP027201.1,train,True
NZ_AP027207.1,train,False
NZ_AP027208.1,train,True
NZ_AP027209.1,train,True
NZ_AP027210.1,train,True
NZ_AP027211.1,train,True
NZ_AP027213.1,val,False
NZ_AP027214.1,train,False
NZ_AP027215.1,train,True
NZ_AP027216.1,train,True
NZ_AP027218.1,train,False
NZ_AP027219.1,train,False
NZ_AP027220.1,train,True
NZ_AP027247.1,train,False
NZ_AP027248.1,train,True
NZ_AP027249.1,train,True
NZ_AP027250.1,train,True
NZ_AP027251.1,train,True
NZ_AP027252.1,train,True
NZ_AP027253.1,train,True
NZ_AP027255.1,train,False
NZ_AP027257.1,train,False
NZ_AP027259.1,train,False
NZ_AP027260.1,train,False
NZ_AP027261.1,train,True
NZ_AP027264.1,train,False
NZ_AP027265.1,train,False
NZ_AP027276.1,val,False
NZ_AP027277.1,val,False
NZ_AP027293.1,val,False
NZ_AP027295.1,train,False
NZ_AP027296.1,train,False
NZ_AP027298.1,train,False
NZ_AP027300.1,train,False
NZ_AP027301.1,train,False
NZ_AP027303.1,train,False
NZ_AP027371.1,train,False
NZ_AP027372.1,train,False
NZ_AP027374.1,train,False
NZ_AP027375.1,train,False
NZ_AP027376.1,train,False
NZ_AP027377.1,train,False
NZ_AP027402.1,train,False
NZ_AP027403.1,train,False
NZ_AP027405.1,train,False
NZ_AP027406.1,train,False
NZ_AP027407.1,test,False
NZ_AP027412.1,train,False
NZ_AP027413.1,train,False
NZ_AP027414.1,train,False
NZ_AP027415.1,val,False
NZ_AP027416.1,train,False
NZ_AP027418.1,train,False
NZ_AP027420.1,train,False
NZ_AP027421.1,test,False
NZ_AP027422.1,train,False
NZ_AP027425.1,test,False
NZ_AP027426.1,test,False
NZ_AP027427.1,train,False
NZ_AP027428.1,test,False
NZ_AP027429.1,train,False
NZ_AP027430.1,test,False
NZ_AP027431.1,train,False
NZ_AP027433.1,train,False
NZ_AP027434.1,train,False
NZ_AP027435.1,train,False
NZ_AP027437.1,train,False
NZ_AP027438.1,train,False
NZ_AP027439.1,val,False
NZ_AP027441.1,train,False
NZ_AP027442.1,train,False
NZ_AP027443.1,train,False
NZ_AP027444.1,train,False
NZ_AP027730.1,train,False
NZ_AP027733.1,train,False
NZ_AP027927.1,train,False
NZ_AP027928.1,train,False
NZ_AP027929.1,train,False
NZ_AP027930.1,train,False
NZ_AP027947.1,train,False
NZ_AP027948.1,train,False
NZ_AP027949.1,train,True
NZ_AP027950.1,train,True
NZ_AP027951.1,train,True
NZ_AP027954.1,train,False
NZ_AP027955.1,train,False
NZ_AP027956.1,train,False
NZ_AP027958.1,train,False
NZ_AP027959.1,val,False
NZ_AP027961.1,train,False
NZ_AP027962.1,train,False
NZ_AP027964.1,train,False
NZ_AP027965.1,train,False
NZ_AP027966.1,train,False
NZ_AP027967.1,train,True
NZ_AP027968.1,train,True
NZ_AP027969.1,train,True
NZ_AP027970.1,train,True
NZ_AP027972.1,test,False
NZ_AP027973.1,train,False
NZ_AP027974.1,train,False
NZ_AP027975.1,train,False
NZ_AP027976.1,train,True
NZ_AP027977.1,test,True
NZ_AP027979.1,train,False
NZ_AP027980.1,test,False
NZ_AP027983.1,train,True
NZ_AP027984.1,test,True
NZ_AP027985.1,test,True
NZ_AP028023.1,train,False
NZ_AP028024.1,train,False
NZ_AP028025.1,test,False
NZ_AP028026.1,test,False
NZ_AP028027.1,train,False
NZ_AP028028.1,test,False
NZ_AP028029.1,train,False
NZ_AP028030.1,train,False
NZ_AP028042.1,train,False
NZ_AP028043.1,train,False
NZ_AP028044.1,test,False
NZ_AP028045.1,train,False
NZ_AP028046.1,train,False
NZ_AP028049.1,train,False
NZ_AP028051.1,train,False
NZ_AP028052.1,test,False
NZ_AP028053.1,train,False
NZ_AP028054.1,train,False
NZ_AP028060.1,train,False
NZ_AP028063.1,train,False
NZ_AP028064.1,train,False
NZ_AP028069.1,train,False
NZ_AP028085.1,train,False
NZ_AP028095.1,train,False
NZ_AP028096.1,train,False
NZ_AP028098.1,val,False
NZ_AP028099.1,train,False
NZ_AP028100.1,train,False
NZ_AP028101.1,train,False
NZ_AP028103.1,val,False
NZ_AP028104.1,train,False
NZ_AP028105.1,test,False
NZ_AP028107.1,val,False
NZ_AP028108.1,train,False
NZ_AP028109.1,train,False
NZ_AP028147.1,train,False
NZ_AP028148.1,train,False
NZ_AP028149.1,test,False
NZ_AP028150.1,val,False
NZ_AP028151.1,train,False
NZ_AP028152.1,train,False
NZ_AP028154.1,train,False
NZ_AP028423.1,train,False
NZ_AY123048.1,train,False
NZ_AY365053.1,val,False
NZ_AY589570.1,train,True
NZ_AY789019.1,train,False
NZ_BK008853.1,train,False
NZ_BK010450.1,train,False
NZ_BK010451.1,train,False
NZ_CP001971.2,train,False
NZ_CP001972.2,train,False
NZ_CP001975.2,train,False
NZ_CP002149.1,train,False
NZ_CP002698.1,train,False
NZ_CP002700.1,train,False
NZ_CP002702.1,train,False
NZ_CP002704.1,train,False
NZ_CP003425.1,train,False
NZ_CP003562.2,train,False
NZ_CP003710.1,train,False
NZ_CP003711.1,test,False
NZ_CP003712.1,train,False
NZ_CP003713.1,train,False
NZ_CP003714.1,train,False
NZ_CP003716.1,train,False
NZ_CP003717.1,train,False
NZ_CP003718.1,train,False
NZ_CP003719.1,train,False
NZ_CP003916.1,train,False
NZ_CP003975.1,train,False
NZ_CP003988.1,test,False
NZ_CP003994.1,train,False
NZ_CP003995.1,train,False
NZ_CP003996.1,train,False
NZ_CP003997.1,test,False
NZ_CP003998.1,train,False
NZ_CP004000.1,train,False
NZ_CP004007.1,train,False
NZ_CP004351.1,train,False
NZ_CP004352.1,test,False
NZ_CP004389.1,train,False
NZ_CP004394.1,train,False
NZ_CP004395.1,val,False
NZ_CP004396.1,train,False
NZ_CP004397.1,train,False
NZ_CP004407.1,test,False
NZ_CP004408.1,train,False
NZ_CP004859.1,val,False
NZ_CP004860.1,train,False
NZ_CP004861.1,train,False
NZ_CP004862.1,train,False
NZ_CP004863.1,train,False
NZ_CP004864.1,train,False
NZ_CP004866.1,train,False
NZ_CP004867.1,train,False
NZ_CP004868.1,train,False
NZ_CP004869.1,val,False
NZ_CP004871.1,val,False
NZ_CP004872.1,train,False
NZ_CP004873.1,train,False
NZ_CP004874.1,train,False
NZ_CP004875.1,test,False
NZ_CP004876.1,train,False
NZ_CP004877.1,val,False
NZ_CP004878.1,val,False
NZ_CP004879.1,train,False
NZ_CP004880.1,train,False
NZ_CP004881.1,train,False
NZ_CP004882.1,val,False
NZ_CP004883.1,train,False
NZ_CP005085.1,train,False
NZ_CP005086.1,train,False
NZ_CP005087.1,train,False
NZ_CP005088.1,train,False
NZ_CP005089.1,test,False
NZ_CP005090.1,train,False
NZ_CP005091.1,test,False
NZ_CP005092.1,train,False
NZ_CP005093.1,train,False
NZ_CP005190.1,train,False
NZ_CP005191.1,train,False
NZ_CP005192.1,train,False
NZ_CP005193.1,val,False
NZ_CP005931.1,test,False
NZ_CP005932.1,train,True
NZ_CP005961.1,test,False
NZ_CP005971.1,train,False
NZ_CP005987.1,train,False
NZ_CP005988.1,val,False
NZ_CP005989.1,train,False
NZ_CP005994.1,test,False
NZ_CP006029.1,train,False
NZ_CP006031.1,train,False
NZ_CP006257.1,val,False
NZ_CP006263.1,train,False
NZ_CP006264.1,train,False
NZ_CP006368.1,test,False
NZ_CP006369.1,train,False
NZ_CP006370.1,val,False
NZ_CP006371.1,train,False
NZ_CP006372.1,train,False
NZ_CP006373.1,train,False
NZ_CP006374.1,val,False
NZ_CP006375.1,train,False
NZ_CP006472.1,train,False
NZ_CP006473.1,train,False
NZ_CP006570.1,train,False
NZ_CP006572.1,train,False
NZ_CP006588.1,train,False
NZ_CP006589.1,test,False
NZ_CP006590.1,test,False
NZ_CP006633.1,train,True
NZ_CP006634.1,train,True
NZ_CP006635.1,train,False
NZ_CP006637.1,train,True
NZ_CP006638.1,train,True
NZ_CP006639.1,test,True
NZ_CP006640.1,train,False
NZ_CP006641.1,train,False
NZ_CP006642.1,train,False
NZ_CP006660.1,train,False
NZ_CP006661.1,train,False
NZ_CP006662.2,test,False
NZ_CP006663.1,train,False
NZ_CP006665.1,train,False
NZ_CP006666.1,test,False
NZ_CP006684.1,train,False
NZ_CP006697.1,train,False
NZ_CP006725.1,train,False
NZ_CP006726.1,train,False
NZ_CP006727.1,train,False
NZ_CP006739.1,train,False
NZ_CP006743.1,test,False
NZ_CP006744.1,train,False
NZ_CP006746.1,train,False
NZ_CP006747.1,train,False
NZ_CP006749.1,test,False
NZ_CP006750.1,train,False
NZ_CP006752.1,train,False
NZ_CP006753.1,test,False
NZ_CP006756.1,test,False
NZ_CP006757.1,train,False
NZ_CP006760.1,val,False
NZ_CP006761.1,train,False
NZ_CP006765.1,train,False
NZ_CP006779.1,val,False
NZ_CP006780.1,train,False
NZ_CP006790.1,train,False
NZ_CP006791.1,train,False
NZ_CP006793.1,test,False
NZ_CP006799.1,train,False
NZ_CP006800.1,train,False
NZ_CP006801.1,train,False
NZ_CP006843.1,train,False
NZ_CP006855.1,val,False
NZ_CP006856.1,train,False
NZ_CP006878.1,train,False
NZ_CP006879.1,train,False
NZ_CP006880.1,train,False
NZ_CP006906.1,train,False
NZ_CP006909.1,train,False
NZ_CP006919.1,train,False
NZ_CP006921.1,train,False
NZ_CP006922.1,val,False
NZ_CP006924.1,val,False
NZ_CP006925.1,val,False
NZ_CP006926.1,test,False
NZ_CP006927.1,val,False
NZ_CP006928.1,train,False
NZ_CP006987.1,train,False
NZ_CP006988.1,train,False
NZ_CP006989.1,train,False
NZ_CP006990.1,train,False
NZ_CP006991.1,train,False
NZ_CP006993.1,train,False
NZ_CP006994.1,val,False
NZ_CP006995.1,train,False
NZ_CP007000.1,train,False
NZ_CP007001.1,test,False
NZ_CP007002.1,train,False
NZ_CP007006.1,train,False
NZ_CP007015.1,train,False
NZ_CP007038.1,train,False
NZ_CP007046.1,test,False
NZ_CP007047.1,train,False
NZ_CP007048.1,train,False
NZ_CP007049.1,train,False
NZ_CP007050.1,train,False
NZ_CP007063.1,train,False
NZ_CP007066.1,train,False
NZ_CP007123.1,train,False
NZ_CP007124.1,train,False
NZ_CP007125.1,train,False
NZ_CP007126.1,train,False
NZ_CP007129.1,train,False
NZ_CP007130.1,train,False
NZ_CP007132.1,train,False
NZ_CP007134.1,train,False
NZ_CP007135.1,train,False
NZ_CP007137.1,train,False
NZ_CP007138.1,train,False
NZ_CP007143.1,train,False
NZ_CP007144.1,train,False
NZ_CP007146.1,train,False
NZ_CP007162.1,train,False
NZ_CP007163.1,train,False
NZ_CP007164.1,train,False
NZ_CP007177.1,train,False
NZ_CP007180.1,test,False
NZ_CP007182.1,train,False
NZ_CP007184.1,train,False
NZ_CP007185.1,train,False
NZ_CP007186.1,train,False
NZ_CP007187.1,train,False
NZ_CP007209.1,train,False
NZ_CP007214.1,train,False
NZ_CP007231.1,val,False
NZ_CP007256.1,train,False
NZ_CP007449.1,train,False
NZ_CP007450.1,test,False
NZ_CP007453.1,train,False
NZ_CP007455.1,val,False
NZ_CP007500.1,train,False
NZ_CP007508.1,train,False
NZ_CP007510.1,train,False
NZ_CP007513.1,train,False
NZ_CP007515.1,train,False
NZ_CP007516.1,train,False
NZ_CP007517.1,test,False
NZ_CP007529.1,train,False
NZ_CP007543.1,train,False
NZ_CP007544.1,train,False
NZ_CP007545.1,train,False
NZ_CP007568.1,train,False
NZ_CP007575.1,train,False
NZ_CP007582.1,test,False
NZ_CP007599.1,train,False
NZ_CP007602.1,test,False
NZ_CP007608.1,train,False
NZ_CP007609.1,train,False
NZ_CP007610.1,train,False
NZ_CP007611.1,train,False
NZ_CP007612.1,train,False
NZ_CP007613.1,train,False
NZ_CP007614.1,train,False
NZ_CP007615.1,train,False
NZ_CP007616.1,test,False
NZ_CP007617.1,train,False
NZ_CP007621.1,train,False
NZ_CP007622.1,val,False
NZ_CP007623.1,train,False
NZ_CP007624.1,train,False
NZ_CP007625.1,train,False
NZ_CP007636.1,test,False
NZ_CP007647.1,train,False
NZ_CP007648.1,train,False
NZ_CP007649.1,train,False
NZ_CP007650.1,val,False
NZ_CP007658.1,train,False
NZ_CP007664.1,train,False
NZ_CP007665.1,train,False
NZ_CP007671.1,train,False
NZ_CP007673.1,train,False
NZ_CP007675.1,train,False
NZ_CP007677.1,train,False
NZ_CP007678.1,test,False
NZ_CP007679.1,val,False
NZ_CP007714.1,train,False
NZ_CP007723.1,train,False
NZ_CP007725.1,train,False
NZ_CP007732.1,test,False
NZ_CP007733.1,train,False
NZ_CP007734.1,test,False
NZ_CP007735.1,train,False
NZ_CP007736.1,train,False
NZ_CP007740.1,train,False
NZ_CP007741.1,val,False
NZ_CP007745.1,test,False
NZ_CP007750.1,test,False
NZ_CP007767.1,train,False
NZ_CP007768.1,train,False
NZ_CP007791.1,train,False
NZ_CP007792.1,train,False
NZ_CP007794.1,train,False
NZ_CP007795.1,train,False
NZ_CP007796.1,train,False
NZ_CP007797.1,train,False
NZ_CP007798.1,train,False
NZ_CP007807.1,train,False
NZ_CP007808.1,train,False
NZ_CP008707.1,train,False
NZ_CP008709.1,train,False
NZ_CP008715.1,train,False
NZ_CP008716.1,train,True
NZ_CP008717.1,train,True
NZ_CP008718.1,train,True
NZ_CP008719.1,test,True
NZ_CP008720.1,train,True
NZ_CP008721.1,train,True
NZ_CP008745.1,train,False
NZ_CP008798.1,train,False
NZ_CP008799.1,train,False
NZ_CP008800.1,train,False
NZ_CP008806.1,train,False
NZ_CP008807.1,test,False
NZ_CP008809.1,train,False
NZ_CP008811.1,val,False
NZ_CP008812.1,train,False
NZ_CP008814.1,test,False
NZ_CP008815.1,train,False
NZ_CP008817.1,train,False
NZ_CP008818.1,train,False
NZ_CP008824.1,test,False
NZ_CP008825.1,train,False
NZ_CP008826.1,train,False
NZ_CP008828.1,train,False
NZ_CP008829.1,train,False
NZ_CP008839.1,train,False
NZ_CP008840.1,train,False
NZ_CP008842.1,test,False
NZ_CP008843.1,val,False
NZ_CP008844.1,train,False
NZ_CP008845.1,val,False
NZ_CP008847.1,val,False
NZ_CP008848.1,train,False
NZ_CP008850.1,train,False
NZ_CP008851.1,val,False
NZ_CP008877.1,train,False
NZ_CP008890.1,val,False
NZ_CP008898.1,train,False
NZ_CP008899.1,train,False
NZ_CP008900.1,train,False
NZ_CP008901.1,train,False
NZ_CP008906.1,train,False
NZ_CP008907.1,train,False
NZ_CP008919.1,train,False
NZ_CP008927.1,train,False
NZ_CP008930.1,train,False
NZ_CP008931.1,train,False
NZ_CP008932.1,val,False
NZ_CP008933.1,train,False
NZ_CP008935.1,train,False
NZ_CP008942.1,train,False
NZ_CP008945.1,train,False
NZ_CP008954.1,train,False
NZ_CP008958.1,val,False
NZ_CP008987.1,train,False
NZ_CP008988.1,train,False
NZ_CP008991.1,train,False
NZ_CP008993.1,val,False
NZ_CP008994.1,train,False
NZ_CP008996.1,train,False
NZ_CP008997.1,train,False
NZ_CP008999.1,val,False
NZ_CP009000.1,train,False
NZ_CP009002.1,train,False
NZ_CP009003.1,test,False
NZ_CP009006.1,train,False
NZ_CP009008.1,train,False
NZ_CP009009.1,train,False
NZ_CP009011.1,train,False
NZ_CP009012.1,train,False
NZ_CP009014.1,train,False
NZ_CP009015.1,train,False
NZ_CP009018.1,train,False
NZ_CP009023.1,train,False
NZ_CP009026.1,train,False
NZ_CP009027.1,train,False
NZ_CP009029.1,train,False
NZ_CP009030.1,test,False
NZ_CP009039.1,val,False
NZ_CP009044.1,train,False
NZ_CP009047.1,train,False
NZ_CP009051.1,train,False
NZ_CP009052.1,train,False
NZ_CP009053.1,train,False
NZ_CP009055.1,train,False
NZ_CP009073.1,train,False
NZ_CP009074.1,test,False
NZ_CP009103.1,train,False
NZ_CP009105.1,train,False
NZ_CP009109.1,train,False
NZ_CP009115.1,train,False
NZ_CP009116.1,train,False
NZ_CP009121.1,train,False
NZ_CP009123.1,val,False
NZ_CP009126.1,val,False
NZ_CP009130.1,train,False
NZ_CP009145.1,train,False
NZ_CP009146.1,train,False
NZ_CP009154.1,train,False
NZ_CP009155.1,test,False
NZ_CP009167.1,train,False
NZ_CP009168.1,train,False
NZ_CP009169.1,train,True
NZ_CP009213.1,train,False
NZ_CP009216.1,train,False
NZ_CP009221.1,train,False
NZ_CP009222.1,train,False
NZ_CP009229.1,train,False
NZ_CP009231.1,train,False
NZ_CP009232.1,train,False
NZ_CP009233.1,train,False
NZ_CP009250.1,train,False
NZ_CP009252.1,test,False
NZ_CP009254.1,train,False
NZ_CP009255.1,train,False
NZ_CP009260.1,train,False
NZ_CP009263.1,val,False
NZ_CP009266.1,train,False
NZ_CP009275.1,test,False
NZ_CP009276.1,train,False
NZ_CP009289.1,val,False
NZ_CP009292.1,train,False
NZ_CP009293.1,train,False
NZ_CP009294.1,train,False
NZ_CP009295.1,train,False
NZ_CP009296.1,train,False
NZ_CP009299.1,train,False
NZ_CP009314.1,test,False
NZ_CP009316.1,test,False
NZ_CP009317.1,train,False
NZ_CP009319.1,train,False
NZ_CP009320.1,train,False
NZ_CP009321.1,train,False
NZ_CP009324.1,train,False
NZ_CP009326.1,train,False
NZ_CP009327.1,train,False
NZ_CP009329.1,train,False
NZ_CP009330.1,train,False
NZ_CP009332.1,train,False
NZ_CP009333.1,train,False
NZ_CP009334.1,train,False
NZ_CP009336.1,train,False
NZ_CP009339.1,train,False
NZ_CP009340.1,val,False
NZ_CP009342.1,test,False
NZ_CP009345.1,train,False
NZ_CP009346.1,val,False
NZ_CP009347.1,train,False
NZ_CP009348.1,train,False
NZ_CP009349.1,test,False
NZ_CP009350.1,test,False
NZ_CP009352.1,train,False
NZ_CP009356.1,test,False
NZ_CP009357.1,test,False
NZ_CP009358.1,train,False
NZ_CP009359.1,train,False
NZ_CP009362.1,train,False
NZ_CP009366.1,train,False
NZ_CP009405.2,test,False
NZ_CP009406.2,train,False
NZ_CP009410.1,train,False
NZ_CP009411.1,train,False
NZ_CP009412.1,train,False
NZ_CP009413.1,train,False
NZ_CP009414.1,train,False
NZ_CP009417.1,train,False
NZ_CP009430.1,train,False
NZ_CP009432.1,train,False
NZ_CP009433.1,train,False
NZ_CP009437.1,test,False
NZ_CP009441.1,train,False
NZ_CP009443.1,train,False
NZ_CP009445.1,train,False
NZ_CP009446.1,val,False
NZ_CP009453.1,test,False
NZ_CP009457.1,train,False
NZ_CP009462.1,train,False
NZ_CP009463.1,val,False
NZ_CP009475.1,train,False
NZ_CP009489.1,test,False
NZ_CP009490.1,train,False
NZ_CP009491.1,train,False
NZ_CP009532.1,train,False
NZ_CP009540.1,test,False
NZ_CP009542.1,train,False
NZ_CP009543.1,train,False
NZ_CP009547.1,train,False
NZ_CP009558.1,test,False
NZ_CP009560.1,test,False
NZ_CP009562.1,train,False
NZ_CP009563.1,train,False
NZ_CP009564.1,train,False
NZ_CP009566.1,train,False
NZ_CP009567.1,train,False
NZ_CP009568.1,train,False
NZ_CP009570.1,train,False
NZ_CP009572.1,test,False
NZ_CP009573.1,train,False
NZ_CP009584.1,test,False
NZ_CP009593.1,val,False
NZ_CP009594.1,val,False
NZ_CP009595.1,val,False
NZ_CP009597.1,train,False
NZ_CP009599.1,train,False
NZ_CP009603.1,train,False
NZ_CP009604.1,val,False
NZ_CP009606.1,val,False
NZ_CP009619.1,train,False
NZ_CP009620.1,train,False
NZ_CP009624.2,test,False
NZ_CP009629.1,train,False
NZ_CP009634.1,train,False
NZ_CP009635.1,train,False
NZ_CP009636.1,train,False
NZ_CP009637.1,train,False
NZ_CP009638.1,train,False
NZ_CP009639.1,train,False
NZ_CP009640.1,train,False
NZ_CP009645.1,val,False
NZ_CP009646.1,val,False
NZ_CP009647.1,train,False
NZ_CP009648.1,train,False
NZ_CP009649.1,train,False
NZ_CP009650.1,train,False
NZ_CP009655.1,train,False
NZ_CP009680.1,train,False
NZ_CP009683.1,train,False
NZ_CP009688.1,test,False
NZ_CP009689.1,train,False
NZ_CP009690.1,train,False
NZ_CP009691.1,val,False
NZ_CP009695.1,test,False
NZ_CP009696.1,train,False
NZ_CP009698.1,train,False
NZ_CP009699.1,train,False
NZ_CP009701.1,test,False
NZ_CP009702.1,val,False
NZ_CP009703.1,train,False
NZ_CP009710.1,train,False
NZ_CP009711.1,train,False
NZ_CP009713.1,train,False
NZ_CP009714.1,train,False
NZ_CP009717.1,val,False
NZ_CP009718.1,train,False
NZ_CP009719.1,train,False
NZ_CP009721.1,train,False
NZ_CP009722.1,train,False
NZ_CP009724.1,test,False
NZ_CP009758.1,train,False
NZ_CP009767.1,train,False
NZ_CP009772.1,test,False
NZ_CP009773.1,train,False
NZ_CP009774.1,test,False
NZ_CP009776.1,train,False
NZ_CP009777.1,test,False
NZ_CP009779.1,train,False
NZ_CP009783.1,train,False
NZ_CP009784.1,train,False
NZ_CP009791.1,train,False
NZ_CP009797.1,train,False
NZ_CP009824.1,train,False
NZ_CP009825.1,train,False
NZ_CP009827.1,train,False
NZ_CP009837.1,train,False
NZ_CP009839.1,test,False
NZ_CP009841.1,train,False
NZ_CP009842.1,train,False
NZ_CP009843.1,val,False
NZ_CP009849.1,train,False
NZ_CP009860.1,train,False
NZ_CP009861.1,val,False
NZ_CP009862.1,train,False
NZ_CP009864.1,val,False
NZ_CP009865.1,train,False
NZ_CP009873.1,train,False
NZ_CP009874.1,train,False
NZ_CP009875.1,train,False
NZ_CP009877.1,test,False
NZ_CP009879.1,train,False
NZ_CP009886.1,train,False
NZ_CP009900.1,train,False
NZ_CP009901.1,train,False
NZ_CP009903.1,test,False
NZ_CP009904.1,val,False
NZ_CP009905.1,test,False
NZ_CP009908.1,train,False
NZ_CP009915.1,train,False
NZ_CP009916.1,train,False
NZ_CP009917.1,train,False
NZ_CP009918.1,train,False
NZ_CP009919.1,test,False
NZ_CP009921.1,val,False
NZ_CP009924.1,train,False
NZ_CP009934.1,train,False
NZ_CP009936.1,test,False
